Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,day,month,year
1503960366,2016-04-12,1,327,346,12,4,2016
1503960366,2016-04-13,2,384,407,13,4,2016
1503960366,2016-04-15,1,412,442,15,4,2016
1503960366,2016-04-16,2,340,367,16,4,2016
1503960366,2016-04-17,1,700,712,17,4,2016
1503960366,2016-04-19,1,304,320,19,4,2016
1503960366,2016-04-20,1,360,377,20,4,2016
1503960366,2016-04-21,1,325,364,21,4,2016
1503960366,2016-04-23,1,361,384,23,4,2016
1503960366,2016-04-24,1,430,449,24,4,2016
1503960366,2016-04-25,1,277,323,25,4,2016
1503960366,2016-04-26,1,245,274,26,4,2016
1503960366,2016-04-28,1,366,393,28,4,2016
1503960366,2016-04-29,1,341,354,29,4,2016
1503960366,2016-04-30,1,404,425,30,4,2016
1503960366,2016-05-01,1,369,396,1,5,2016
1503960366,2016-05-02,1,277,309,2,5,2016
1503960366,2016-05-03,1,273,296,3,5,2016
1503960366,2016-05-05,1,247,264,5,5,2016
1503960366,2016-05-06,1,334,367,6,5,2016
1503960366,2016-05-07,1,331,349,7,5,2016
1503960366,2016-05-08,1,594,611,8,5,2016
1503960366,2016-05-09,1,338,342,9,5,2016
1503960366,2016-05-10,1,383,403,10,5,2016
1503960366,2016-05-11,1,285,306,11,5,2016
1644430081,2016-04-29,1,119,127,29,4,2016
1644430081,2016-04-30,1,124,142,30,4,2016
1644430081,2016-05-02,1,796,961,2,5,2016
1644430081,2016-05-08,1,137,154,8,5,2016
1844505072,2016-04-15,1,644,961,15,4,2016
1844505072,2016-04-30,1,722,961,30,4,2016
1844505072,2016-05-01,1,590,961,1,5,2016
1927972279,2016-04-12,3,750,775,12,4,2016
1927972279,2016-04-13,1,398,422,13,4,2016
1927972279,2016-04-15,2,475,499,15,4,2016
1927972279,2016-04-26,1,296,315,26,4,2016
1927972279,2016-04-28,1,166,178,28,4,2016
2026352035,2016-04-12,1,503,546,12,4,2016
2026352035,2016-04-13,1,531,565,13,4,2016
2026352035,2016-04-14,1,545,568,14,4,2016
2026352035,2016-04-15,1,523,573,15,4,2016
2026352035,2016-04-16,1,524,567,16,4,2016
2026352035,2016-04-17,1,437,498,17,4,2016
2026352035,2016-04-19,1,498,540,19,4,2016
2026352035,2016-04-20,1,461,510,20,4,2016
2026352035,2016-04-21,1,477,514,21,4,2016
2026352035,2016-04-22,1,520,545,22,4,2016
2026352035,2016-04-23,1,522,554,23,4,2016
2026352035,2016-04-24,1,555,591,24,4,2016
2026352035,2016-04-25,1,506,531,25,4,2016
2026352035,2016-04-27,1,508,545,27,4,2016
2026352035,2016-04-28,1,513,545,28,4,2016
2026352035,2016-04-29,1,490,510,29,4,2016
2026352035,2016-04-30,1,573,607,30,4,2016
2026352035,2016-05-01,1,527,546,1,5,2016
2026352035,2016-05-02,1,511,543,2,5,2016
2026352035,2016-05-04,1,538,560,4,5,2016
2026352035,2016-05-05,1,468,485,5,5,2016
2026352035,2016-05-06,1,524,548,6,5,2016
2026352035,2016-05-07,1,511,521,7,5,2016
2026352035,2016-05-08,1,541,568,8,5,2016
2026352035,2016-05-09,1,531,556,9,5,2016
2026352035,2016-05-10,1,357,380,10,5,2016
2026352035,2016-05-11,1,523,553,11,5,2016
2026352035,2016-05-12,1,456,485,12,5,2016
2320127002,2016-04-23,1,61,69,23,4,2016
2347167796,2016-04-13,1,467,531,13,4,2016
2347167796,2016-04-14,1,445,489,14,4,2016
2347167796,2016-04-15,1,452,504,15,4,2016
2347167796,2016-04-17,1,556,602,17,4,2016
2347167796,2016-04-18,1,500,557,18,4,2016
2347167796,2016-04-19,1,465,514,19,4,2016
2347167796,2016-04-21,1,460,484,21,4,2016
2347167796,2016-04-22,1,405,461,22,4,2016
2347167796,2016-04-23,1,374,386,23,4,2016
2347167796,2016-04-24,1,442,459,24,4,2016
2347167796,2016-04-25,1,433,471,25,4,2016
2347167796,2016-04-26,1,436,490,26,4,2016
2347167796,2016-04-27,1,448,499,27,4,2016
2347167796,2016-04-28,1,408,450,28,4,2016
2347167796,2016-04-29,1,411,473,29,4,2016
3977333714,2016-04-12,1,274,469,12,4,2016
3977333714,2016-04-13,2,295,456,13,4,2016
3977333714,2016-04-14,1,291,397,14,4,2016
3977333714,2016-04-15,1,424,556,15,4,2016
3977333714,2016-04-16,1,283,510,16,4,2016
3977333714,2016-04-17,1,381,566,17,4,2016
3977333714,2016-04-18,2,412,522,18,4,2016
3977333714,2016-04-19,1,219,395,19,4,2016
3977333714,2016-04-20,2,152,305,20,4,2016
3977333714,2016-04-21,1,332,512,21,4,2016
3977333714,2016-04-22,1,355,476,22,4,2016
3977333714,2016-04-23,1,235,372,23,4,2016
3977333714,2016-04-24,1,310,526,24,4,2016
3977333714,2016-04-25,1,262,467,25,4,2016
3977333714,2016-04-26,1,250,371,26,4,2016
3977333714,2016-04-27,1,349,540,27,4,2016
3977333714,2016-04-28,1,261,423,28,4,2016
3977333714,2016-04-29,1,333,478,29,4,2016
3977333714,2016-04-30,1,237,382,30,4,2016
3977333714,2016-05-01,1,383,626,1,5,2016
3977333714,2016-05-02,1,230,384,2,5,2016
3977333714,2016-05-03,1,292,500,3,5,2016
3977333714,2016-05-04,1,213,336,4,5,2016
3977333714,2016-05-05,1,318,480,5,5,2016
3977333714,2016-05-06,1,323,512,6,5,2016
3977333714,2016-05-07,1,237,443,7,5,2016
3977333714,2016-05-08,2,259,456,8,5,2016
3977333714,2016-05-10,1,312,452,10,5,2016
4020332650,2016-04-12,1,501,541,12,4,2016
4020332650,2016-04-16,1,77,77,16,4,2016
4020332650,2016-05-03,1,322,332,3,5,2016
4020332650,2016-05-04,1,478,536,4,5,2016
4020332650,2016-05-05,1,226,248,5,5,2016
4020332650,2016-05-06,1,385,408,6,5,2016
4020332650,2016-05-08,1,364,402,8,5,2016
4020332650,2016-05-10,1,442,494,10,5,2016
4319703577,2016-04-14,1,535,557,14,4,2016
4319703577,2016-04-15,1,465,491,15,4,2016
4319703577,2016-04-16,1,506,522,16,4,2016
4319703577,2016-04-18,1,515,551,18,4,2016
4319703577,2016-04-19,2,461,498,19,4,2016
4319703577,2016-04-20,1,523,543,20,4,2016
4319703577,2016-04-21,1,59,65,21,4,2016
4319703577,2016-04-22,1,533,550,22,4,2016
4319703577,2016-04-23,1,692,722,23,4,2016
4319703577,2016-04-24,1,467,501,24,4,2016
4319703577,2016-04-25,1,488,506,25,4,2016
4319703577,2016-04-26,1,505,516,26,4,2016
4319703577,2016-04-27,1,286,307,27,4,2016
4319703577,2016-04-28,1,497,522,28,4,2016
4319703577,2016-04-29,1,523,546,29,4,2016
4319703577,2016-04-30,1,490,516,30,4,2016
4319703577,2016-05-01,1,484,500,1,5,2016
4319703577,2016-05-02,1,478,506,2,5,2016
4319703577,2016-05-03,1,474,512,3,5,2016
4319703577,2016-05-06,1,450,491,6,5,2016
4319703577,2016-05-07,1,507,530,7,5,2016
4319703577,2016-05-08,1,602,638,8,5,2016
4319703577,2016-05-09,1,535,565,9,5,2016
4319703577,2016-05-10,1,487,517,10,5,2016
4319703577,2016-05-11,1,529,558,11,5,2016
4319703577,2016-05-12,1,302,321,12,5,2016
4388161847,2016-04-15,1,499,526,15,4,2016
4388161847,2016-04-16,2,426,448,16,4,2016
4388161847,2016-04-17,2,619,641,17,4,2016
4388161847,2016-04-18,1,99,104,18,4,2016
4388161847,2016-04-19,1,329,338,19,4,2016
4388161847,2016-04-20,1,421,451,20,4,2016
4388161847,2016-04-21,1,442,458,21,4,2016
4388161847,2016-04-22,1,82,85,22,4,2016
4388161847,2016-04-23,1,478,501,23,4,2016
4388161847,2016-04-24,3,552,595,24,4,2016
4388161847,2016-04-26,1,319,346,26,4,2016
4388161847,2016-04-27,1,439,500,27,4,2016
4388161847,2016-04-28,1,428,458,28,4,2016
4388161847,2016-04-30,2,409,430,30,4,2016
4388161847,2016-05-01,1,547,597,1,5,2016
4388161847,2016-05-02,2,368,376,2,5,2016
4388161847,2016-05-04,1,390,414,4,5,2016
4388161847,2016-05-05,1,471,495,5,5,2016
4388161847,2016-05-07,1,472,496,7,5,2016
4388161847,2016-05-08,2,529,541,8,5,2016
4388161847,2016-05-09,1,62,65,9,5,2016
4388161847,2016-05-10,1,354,375,10,5,2016
4388161847,2016-05-11,1,469,494,11,5,2016
4445114986,2016-04-12,2,429,457,12,4,2016
4445114986,2016-04-13,2,370,406,13,4,2016
4445114986,2016-04-14,1,441,492,14,4,2016
4445114986,2016-04-15,2,337,379,15,4,2016
4445114986,2016-04-16,1,462,499,16,4,2016
4445114986,2016-04-17,1,98,107,17,4,2016
4445114986,2016-04-19,2,388,424,19,4,2016
4445114986,2016-04-20,1,439,462,20,4,2016
4445114986,2016-04-21,1,436,469,21,4,2016
4445114986,2016-04-22,1,388,417,22,4,2016
4445114986,2016-04-25,1,328,345,25,4,2016
4445114986,2016-04-26,2,353,391,26,4,2016
4445114986,2016-04-27,1,332,374,27,4,2016
4445114986,2016-04-28,1,419,442,28,4,2016
4445114986,2016-04-29,1,106,108,29,4,2016
4445114986,2016-04-30,1,322,353,30,4,2016
4445114986,2016-05-01,2,439,459,1,5,2016
4445114986,2016-05-02,1,502,542,2,5,2016
4445114986,2016-05-03,2,417,450,3,5,2016
4445114986,2016-05-04,2,337,363,4,5,2016
4445114986,2016-05-05,2,462,513,5,5,2016
4445114986,2016-05-06,2,374,402,6,5,2016
4445114986,2016-05-07,2,401,436,7,5,2016
4445114986,2016-05-08,1,361,391,8,5,2016
4445114986,2016-05-09,1,457,533,9,5,2016
4445114986,2016-05-10,1,405,426,10,5,2016
4445114986,2016-05-11,1,499,530,11,5,2016
4445114986,2016-05-12,1,483,501,12,5,2016
4558609924,2016-04-21,1,126,137,21,4,2016
4558609924,2016-04-26,1,103,121,26,4,2016
4558609924,2016-04-29,1,171,179,29,4,2016
4558609924,2016-05-01,1,115,129,1,5,2016
4558609924,2016-05-08,1,123,134,8,5,2016
4702921684,2016-04-12,1,425,439,12,4,2016
4702921684,2016-04-13,2,400,430,13,4,2016
4702921684,2016-04-14,1,384,415,14,4,2016
4702921684,2016-04-15,1,253,257,15,4,2016
4702921684,2016-04-16,2,382,406,16,4,2016
4702921684,2016-04-17,1,591,612,17,4,2016
4702921684,2016-04-18,1,293,312,18,4,2016
4702921684,2016-04-19,1,457,487,19,4,2016
4702921684,2016-04-20,1,454,468,20,4,2016
4702921684,2016-04-21,1,425,434,21,4,2016
4702921684,2016-04-23,1,465,475,23,4,2016
4702921684,2016-04-24,1,480,506,24,4,2016
4702921684,2016-04-25,1,370,380,25,4,2016
4702921684,2016-04-26,1,421,429,26,4,2016
4702921684,2016-04-27,1,432,449,27,4,2016
4702921684,2016-04-28,1,442,461,28,4,2016
4702921684,2016-04-29,1,433,447,29,4,2016
4702921684,2016-04-30,1,479,501,30,4,2016
4702921684,2016-05-03,1,327,373,3,5,2016
4702921684,2016-05-04,1,412,434,4,5,2016
4702921684,2016-05-05,1,414,428,5,5,2016
4702921684,2016-05-06,1,404,449,6,5,2016
4702921684,2016-05-07,1,520,543,7,5,2016
4702921684,2016-05-09,1,435,458,9,5,2016
4702921684,2016-05-10,1,416,431,10,5,2016
4702921684,2016-05-11,1,354,366,11,5,2016
4702921684,2016-05-12,1,404,442,12,5,2016
5553957443,2016-04-12,1,441,464,12,4,2016
5553957443,2016-04-13,2,455,488,13,4,2016
5553957443,2016-04-14,1,357,418,14,4,2016
5553957443,2016-04-15,1,377,409,15,4,2016
5553957443,2016-04-16,2,651,686,16,4,2016
5553957443,2016-04-17,1,350,402,17,4,2016
5553957443,2016-04-18,2,520,541,18,4,2016
5553957443,2016-04-19,1,357,410,19,4,2016
5553957443,2016-04-20,1,658,678,20,4,2016
5553957443,2016-04-21,1,399,431,21,4,2016
5553957443,2016-04-22,1,322,353,22,4,2016
5553957443,2016-04-23,2,631,725,23,4,2016
5553957443,2016-04-24,2,553,640,24,4,2016
5553957443,2016-04-25,1,433,468,25,4,2016
5553957443,2016-04-26,1,412,453,26,4,2016
5553957443,2016-04-27,1,347,391,27,4,2016
5553957443,2016-04-28,1,421,457,28,4,2016
5553957443,2016-04-29,1,450,495,29,4,2016
5553957443,2016-04-30,2,775,843,30,4,2016
5553957443,2016-05-01,2,622,686,1,5,2016
5553957443,2016-05-02,1,409,471,2,5,2016
5553957443,2016-05-03,1,380,429,3,5,2016
5553957443,2016-05-04,1,447,470,4,5,2016
5553957443,2016-05-05,1,419,464,5,5,2016
5553957443,2016-05-06,1,400,434,6,5,2016
5553957443,2016-05-07,1,442,470,7,5,2016
5553957443,2016-05-08,1,568,608,8,5,2016
5553957443,2016-05-09,1,453,494,9,5,2016
5553957443,2016-05-10,1,418,443,10,5,2016
5553957443,2016-05-11,1,463,486,11,5,2016
5553957443,2016-05-12,1,438,475,12,5,2016
5577150313,2016-04-12,1,419,438,12,4,2016
5577150313,2016-04-13,1,432,458,13,4,2016
5577150313,2016-04-14,1,477,497,14,4,2016
5577150313,2016-04-15,1,392,413,15,4,2016
5577150313,2016-04-16,1,406,445,16,4,2016
5577150313,2016-04-17,1,549,583,17,4,2016
5577150313,2016-04-18,1,527,553,18,4,2016
5577150313,2016-04-19,1,449,465,19,4,2016
5577150313,2016-04-20,1,447,480,20,4,2016
5577150313,2016-04-21,1,414,437,21,4,2016
5577150313,2016-04-22,1,338,366,22,4,2016
5577150313,2016-04-23,1,384,402,23,4,2016
5577150313,2016-04-24,1,543,615,24,4,2016
5577150313,2016-04-25,1,421,461,25,4,2016
5577150313,2016-04-26,1,354,377,26,4,2016
5577150313,2016-04-27,1,424,452,27,4,2016
5577150313,2016-04-28,1,361,372,28,4,2016
5577150313,2016-04-29,1,459,485,29,4,2016
5577150313,2016-04-30,1,412,433,30,4,2016
5577150313,2016-05-01,1,379,398,1,5,2016
5577150313,2016-05-02,2,525,553,2,5,2016
5577150313,2016-05-03,1,508,543,3,5,2016
5577150313,2016-05-04,1,603,634,4,5,2016
5577150313,2016-05-05,1,74,78,5,5,2016
5577150313,2016-05-10,1,504,562,10,5,2016
5577150313,2016-05-11,1,431,476,11,5,2016
6117666160,2016-04-16,1,380,398,16,4,2016
6117666160,2016-04-17,2,336,350,17,4,2016
6117666160,2016-04-18,2,493,510,18,4,2016
6117666160,2016-04-19,1,465,492,19,4,2016
6117666160,2016-04-20,1,474,502,20,4,2016
6117666160,2016-04-21,1,508,550,21,4,2016
6117666160,2016-04-22,1,480,546,22,4,2016
6117666160,2016-04-23,1,492,539,23,4,2016
6117666160,2016-04-24,1,353,367,24,4,2016
6117666160,2016-04-27,1,542,557,27,4,2016
6117666160,2016-04-28,1,393,416,28,4,2016
6117666160,2016-04-29,1,600,636,29,4,2016
6117666160,2016-05-01,1,507,575,1,5,2016
6117666160,2016-05-05,1,392,415,5,5,2016
6117666160,2016-05-06,2,658,698,6,5,2016
6117666160,2016-05-07,2,498,507,7,5,2016
6117666160,2016-05-08,1,555,603,8,5,2016
6117666160,2016-05-09,1,492,522,9,5,2016
6775888955,2016-04-13,1,235,260,13,4,2016
6775888955,2016-04-14,1,423,441,14,4,2016
6775888955,2016-04-15,1,391,406,15,4,2016
6962181067,2016-04-12,1,366,387,12,4,2016
6962181067,2016-04-13,3,630,679,13,4,2016
6962181067,2016-04-14,2,508,535,14,4,2016
6962181067,2016-04-15,1,370,386,15,4,2016
6962181067,2016-04-16,1,357,366,16,4,2016
6962181067,2016-04-17,1,427,446,17,4,2016
6962181067,2016-04-18,1,442,458,18,4,2016
6962181067,2016-04-19,1,476,535,19,4,2016
6962181067,2016-04-20,1,418,424,20,4,2016
6962181067,2016-04-21,1,451,457,21,4,2016
6962181067,2016-04-22,1,425,435,22,4,2016
6962181067,2016-04-23,1,528,546,23,4,2016
6962181067,2016-04-24,1,511,514,24,4,2016
6962181067,2016-04-25,1,400,415,25,4,2016
6962181067,2016-04-26,1,441,446,26,4,2016
6962181067,2016-04-27,1,455,467,27,4,2016
6962181067,2016-04-28,1,440,453,28,4,2016
6962181067,2016-04-29,1,433,447,29,4,2016
6962181067,2016-04-30,1,422,424,30,4,2016
6962181067,2016-05-01,1,411,426,1,5,2016
6962181067,2016-05-02,1,466,482,2,5,2016
6962181067,2016-05-03,1,394,418,3,5,2016
6962181067,2016-05-04,1,442,455,4,5,2016
6962181067,2016-05-05,1,467,491,5,5,2016
6962181067,2016-05-06,1,443,462,6,5,2016
6962181067,2016-05-07,1,298,334,7,5,2016
6962181067,2016-05-08,1,541,569,8,5,2016
6962181067,2016-05-09,1,489,497,9,5,2016
6962181067,2016-05-10,1,469,481,10,5,2016
6962181067,2016-05-11,1,452,480,11,5,2016
6962181067,2016-05-12,1,516,535,12,5,2016
7007744171,2016-04-16,1,79,82,16,4,2016
7007744171,2016-05-01,1,58,61,1,5,2016
7086361926,2016-04-12,1,514,525,12,4,2016
7086361926,2016-04-13,1,451,465,13,4,2016
7086361926,2016-04-14,1,472,476,14,4,2016
7086361926,2016-04-15,1,377,386,15,4,2016
7086361926,2016-04-19,1,472,483,19,4,2016
7086361926,2016-04-20,1,492,502,20,4,2016
7086361926,2016-04-21,1,390,411,21,4,2016
7086361926,2016-04-22,1,428,448,22,4,2016
7086361926,2016-04-24,1,681,704,24,4,2016
7086361926,2016-04-25,1,446,447,25,4,2016
7086361926,2016-04-26,1,485,500,26,4,2016
7086361926,2016-04-27,1,469,479,27,4,2016
7086361926,2016-04-28,1,354,367,28,4,2016
7086361926,2016-04-30,1,485,489,30,4,2016
7086361926,2016-05-01,1,388,407,1,5,2016
7086361926,2016-05-02,1,440,459,2,5,2016
7086361926,2016-05-03,1,456,461,3,5,2016
7086361926,2016-05-04,1,420,436,4,5,2016
7086361926,2016-05-06,1,322,333,6,5,2016
7086361926,2016-05-07,1,530,548,7,5,2016
7086361926,2016-05-08,1,481,510,8,5,2016
7086361926,2016-05-09,1,427,438,9,5,2016
7086361926,2016-05-11,1,451,463,11,5,2016
7086361926,2016-05-12,1,444,457,12,5,2016
8053475328,2016-04-20,1,486,493,20,4,2016
8053475328,2016-04-23,1,331,337,23,4,2016
8053475328,2016-05-07,1,74,75,7,5,2016
8378563200,2016-04-12,1,338,356,12,4,2016
8378563200,2016-04-13,2,447,487,13,4,2016
8378563200,2016-04-14,1,424,455,14,4,2016
8378563200,2016-04-15,1,513,533,15,4,2016
8378563200,2016-04-16,2,611,689,16,4,2016
8378563200,2016-04-17,2,525,591,17,4,2016
8378563200,2016-04-18,1,398,451,18,4,2016
8378563200,2016-04-19,1,387,421,19,4,2016
8378563200,2016-04-20,1,381,409,20,4,2016
8378563200,2016-04-21,1,396,417,21,4,2016
8378563200,2016-04-22,1,441,469,22,4,2016
8378563200,2016-04-23,1,565,591,23,4,2016
8378563200,2016-04-24,1,458,492,24,4,2016
8378563200,2016-04-25,1,388,402,25,4,2016
8378563200,2016-04-26,1,550,584,26,4,2016
8378563200,2016-04-27,1,531,600,27,4,2016
8378563200,2016-04-28,1,506,556,28,4,2016
8378563200,2016-04-29,1,527,562,29,4,2016
8378563200,2016-04-30,1,468,555,30,4,2016
8378563200,2016-05-01,1,475,539,1,5,2016
8378563200,2016-05-02,1,351,385,2,5,2016
8378563200,2016-05-03,1,405,429,3,5,2016
8378563200,2016-05-04,1,441,477,4,5,2016
8378563200,2016-05-05,1,381,417,5,5,2016
8378563200,2016-05-06,1,323,355,6,5,2016
8378563200,2016-05-07,2,459,513,7,5,2016
8378563200,2016-05-08,1,545,606,8,5,2016
8378563200,2016-05-09,1,359,399,9,5,2016
8378563200,2016-05-10,1,342,391,10,5,2016
8378563200,2016-05-11,1,368,387,11,5,2016
8378563200,2016-05-12,1,496,546,12,5,2016
8792009665,2016-04-12,1,458,493,12,4,2016
8792009665,2016-04-13,1,531,552,13,4,2016
8792009665,2016-04-14,1,486,503,14,4,2016
8792009665,2016-04-15,1,363,377,15,4,2016
8792009665,2016-04-20,1,528,547,20,4,2016
8792009665,2016-04-22,1,391,407,22,4,2016
8792009665,2016-04-23,1,339,360,23,4,2016
8792009665,2016-04-27,1,423,428,27,4,2016
8792009665,2016-04-28,1,402,416,28,4,2016
8792009665,2016-04-29,1,398,406,29,4,2016
8792009665,2016-04-30,1,343,360,30,4,2016
8792009665,2016-05-01,1,503,527,1,5,2016
8792009665,2016-05-02,1,415,423,2,5,2016
8792009665,2016-05-03,1,516,545,3,5,2016
8792009665,2016-05-04,1,439,463,4,5,2016
